title,date_or_period,author_or_creator,description_or_abstract,url_to_original_object,manuscript_id_or_shelfmark,trove_category,trove_id,trove_url
The roads of Armenia : Hayastani avtochanaparhnerě,2005,"Beglaryan, Grigor",,https://trove.nla.gov.au/work/220059507,,image,220059507,https://trove.nla.gov.au/work/220059507
"Historical atlas of Armenia / text, Garbis Armen ; editing, Vrej-Armen Artinean ; maps and design, Hamo Abdalian = Hayastani patmakan atlas / heghinak, Karpis Armēn ; khmbagir, Vrēj-Armēn Artʻinean ; gtsagrichʻ, Hamō Aptalean",1987,"Armen, Garbis",,https://trove.nla.gov.au/work/18657170,911.5662 HIS,image,18657170,https://trove.nla.gov.au/work/18657170
"The roads of Armenia : Hayastani avtochanaparhnerě / project, A. Muradyan ; author, G. Beglaryan",2013,"Beglaryan, Grigor",,https://trove.nla.gov.au/work/220059500,,image,220059500,https://trove.nla.gov.au/work/220059500
"Armenia, Australia & the Great War / Vicken Babkenian & Peter Stanley",2016,"Babkenian, Vicken, (author.)",Donated by publisher,http://thecollectingbug.com/tor-photos/cards/rusivictoria/24738/p_648670_sma.jpg,,image,230156050,https://trove.nla.gov.au/work/230156050
Hayastani ew harakitsʻ erkrneri avtochanaparhneri atlas / Grigor Beglaryan = Atlas of the roads of Armenia and adjacent countries / Grigor Beglarian,2001,"Beglaryan, Grigor",,https://trove.nla.gov.au/work/179082089,,image,179082089,https://trove.nla.gov.au/work/179082089
Hayastani azgayin atlas / Hayastani Hanrapetutʻyan Kaṛavarutʻyann aṛěntʻer Ansharzh Guykʻi Kadastri Petakan Komite,2007-2008,Geodeziayi ev Kʻartezagrutʻyan Kentron (Armenia),,https://trove.nla.gov.au/work/30947618,6569574 - YYef 2014-626 - YYef 2014-625,image,30947618,https://trove.nla.gov.au/work/30947618
"Ashkharhě ev Hayastaně : ashkharhagrakan atlas / gitakan khmbagir, L. Valesyan ; Hayastani kʻartezneri heghinakner, A. Gasparyan ... et al. ; targmanutiuně ev taṛadardzutyuně, H. Grgearyani",2006,"Valesyan, Lemvel",,https://trove.nla.gov.au/work/253943436,,image,253943436,https://trove.nla.gov.au/work/253943436
"Erevan : patmaashkharhagrakan atlas / nakhagah, atlasi glkhavor khmbagir, Zakharyan Ervant ; pataskhanatu khmbagir, Petrosyan Hovsepʻ",2009,Armenia (Republic). Ansharzh guykʻi kadastri petakan komite,,https://trove.nla.gov.au/work/238122670,,image,238122670,https://trove.nla.gov.au/work/238122670
"Nova Persiae, Armeniae, Natoliae, et Arabiae / descriptio per F.de Wit",1704,"Visscher, Nicolaes, 1649-1702",,https://trove.nla.gov.au/work/14786022,"3545354 - MAP Ra 16, MAP Ra 16",image,14786022,https://trove.nla.gov.au/work/14786022
Ermenistanın tarihi haritaları : haritacılık geleneği / Ruben Galçıyan; Ermeniceden çeviren: Diran Lokmagözyan,2019,"Galichian, Rouben",,https://trove.nla.gov.au/work/252604894,,image,252604894,https://trove.nla.gov.au/work/252604894
"Hayastaně hamashkharhayin kʻartēzagrutʻean mēj / heghinak, Ṛubēn Galchʻean ; nakhaban: Kʻristofer Ualkʻer ; ṛuserēn tʻargmanutʻiwně Alla ew Karinē Alekʻsaneanneri = Armenii︠a︡ v mirovoĭ kartografii / avtor: Ruben Galchi︠a︡n ; predislovie Kristofera Uokera ; russkiĭ perevod Ally i Karine Aleksani︠a︡n",2005,"Galichian, Rouben",,https://trove.nla.gov.au/work/229736071,,image,229736071,https://trove.nla.gov.au/work/229736071
"Atlas Armenian history / author, Romik Hovhannisyan",2007,"Hovhannisyan, Ṛomik",,https://trove.nla.gov.au/work/37021329,,image,37021329,https://trove.nla.gov.au/work/37021329
"Rapports sur un voyage archéologique dans le Géorgie et dans lArménie, exécuté en 1847-1848 sous les auspices du prince Vorontzof, lieutenant du Caucase / par M. Brosset ... Avec un atlas de 45 planches lithographiées",1851,"Brosset, Marie-Félicité, 1802-1880",,https://trove.nla.gov.au/work/248795564,,image,248795564,https://trove.nla.gov.au/work/248795564
"Atlas Nagorno-Karabakhskoĭ Respubliki / redakt︠s︡ionnai︠a︡ kollegii︠a︡ atlasa, Vardani︠a︡n Manuk (predsedatelʹ, glav. redaktor) ... i dr.",2009,"Vardanyan, Manuk",,https://trove.nla.gov.au/work/238699237,held,image,238699237,https://trove.nla.gov.au/work/238699237
"Atlas Armianskoi Sovetskoi Sotsialisticheskoi Respubliki / Glavnoe Upravlenie Geodezii i Kartografii, MGiON, SSSR",1961,Soviet Union. Glavnoe upravlenie geodezii i kartografii,,https://trove.nla.gov.au/work/19444458,ef912.479 A881,image,19444458,https://trove.nla.gov.au/work/19444458
"Istoricheskiĭ atlas Armenii : Blizhniĭ Vostok i I︠U︡zhnyĭ Kavkaz s VIII veka do R.Kh. do XXI veka / Klod Mutafi︠a︡n, Ėrik van Lëv ; predislovie Alena Di︠u︡sellʹe ; izdatelʹ i perevodchik Suren Apiki︠a︡n = Atlas historique de lArménie : Proche-Orient et Sud-Caucase du VIIIe siècle av. J.-C. au XXIe siècle / Claude Mutafian, Èric Van Lauwe ; preface de Alain Ducellier",2012,"Mutafian, Claude",,https://trove.nla.gov.au/work/236766444,,image,236766444,https://trove.nla.gov.au/work/236766444
Iz Armenii v Adzharii︠u︡ : turistskiĭ marshrut / Glavnoe upravlenie geodezii i kartografii pri Sovete Ministrov SSSR,1973,Soviet Union. Glavnoe upravlenie geodezii i kartografii,,https://trove.nla.gov.au/work/239102258,,image,239102258,https://trove.nla.gov.au/work/239102258
Atlas Armianskoi Sovetskoi Setsialisticheskoi Respubliki,1961,Haykakan SSR Gitut`yunneri Akademia,,https://trove.nla.gov.au/work/34629925,1974948 - YYef 2014-260,image,34629925,https://trove.nla.gov.au/work/34629925
Atlas kam ashkharhatsʻuytsʻ takhtakkʻ i pētʹs azgayin dprotsʻatsʻ / ḥōrineatsʻ ew tsragreatsʻ H. Astuatsatur V. Awagean,1860,"Awagean, Astuatsatur",,https://trove.nla.gov.au/work/251665514,,image,251665514,https://trove.nla.gov.au/work/251665514
Votes for Australia : how colonials voted at the 1899-1900 Federation referendums / Glenn Rhodes,2001-2002,"Rhodes, Glenn",,https://trove.nla.gov.au/work/17579878,"M Q328.23099/ 1 DISC; R NQ328.23099/ 1 DISC, Held. Contact the library for interlibrary loan availability",image,17579878,https://trove.nla.gov.au/work/17579878
"China 1:200,000 topographic maps",1970,Soviet Union. Glavnoe upravlenie geodezii i kartografii,,http://nla.gov.au/nla.obj-234032828-t,"4739773 - MAP G3200 s200, 4696801 - MAP G3200 s200, 4696805 - MAP mt 1479 - Digital preservation master",image,30074474,https://trove.nla.gov.au/work/30074474
"Mapas de ruta : la información geográfica de Colombia / IGAC, Instituto Geográfico Agustín Codazzi",2008,"Instituto Geográfico ""Agustín Codazzi",,https://trove.nla.gov.au/work/176997372,,image,176997372,https://trove.nla.gov.au/work/176997372
The church and the gentile world at the first promulgation of the gospel. Considerations on the catholicity of the church soon after her birth. By the Rev. Aug. J. Thebaud,1878,"Thébaud, Augustus J. 1807-1885",,http://openlibrary.org/books/OL6507503M,"270 THE (TCSA Main Collection): v. 1, v. 2; Limited lending policy",image,579940,https://trove.nla.gov.au/work/579940
"Report on the Russian army and its campaigns in Turkey in 1877-1878 / by F.V. Greene ; published by order of the honorable Secretary of War, on the recommendation of the General of the Army",1879-1996,"Greene, F. V. (Francis Vinton), 1850-1921.",,https://trove.nla.gov.au/work/3405520,HELD,image,3405520,https://trove.nla.gov.au/work/3405520
Historical atlas of ancient Christianity / edited by Angelo Di Berardino in collaboration with Gianluca Pilara,2013,"Istituto patristico Augustinianum (Rome, Italy)",,https://trove.nla.gov.au/work/175489489,Held,image,175489489,https://trove.nla.gov.au/work/175489489
An atlas of ancient geography / by Samuel Butler,1822-1845,"Butler, Samuel, 1774-1839",,https://trove.nla.gov.au/work/13168947,Held,image,13168947,https://trove.nla.gov.au/work/13168947
Specimen set of Johnstons penny classical coloured maps : 23 maps,1878-1881,W. & A. K. Johnston Limited,,https://trove.nla.gov.au/work/34628193,2010522 - MAP Ra 332,image,34628193,https://trove.nla.gov.au/work/34628193
Orbis terrarum antiquus a Christiano Theophilo Reichardo quondam in usum iuventutis descriptus / denuo delineavit et commentario illustravit Albertus Forbiger,1854,"Reichard, C. G. (Christian Gottlieb), 1758-1837",,https://trove.nla.gov.au/work/235728840,8044758 - MAP Ra 390,image,235728840,https://trove.nla.gov.au/work/235728840
"The journey of maps and images on the Silk Road / edited by Philippe Foret, Andreas Kaplony",2008,"Forêt, Philippe, 1957-",,https://grinnell.idm.oclc.org/login?url=http://public.ebookcentral.proquest.com/choice/publicfullrecord.aspx?p=467669,HELD,image,35384732,https://trove.nla.gov.au/work/35384732
Atlas,1680-1699,"Wit, Frederik de",,https://hdl.loc.gov/loc.rbc/Rosenwald.316818,"*S 912 M53, held",image,5937596,https://trove.nla.gov.au/work/5937596
World atlas of oil and gas basins / Li Guoyu,2011,"Guoyu, Li",,http://lib.myilibrary.com?id=382658,,image,160669651,https://trove.nla.gov.au/work/160669651
"The Routledge atlas of Central Eurasian affairs / Stanley D. Brunn, Stanley Toops, and Richard Gilbreath",2012,"Brunn, Stanley D",,https://www.taylorfrancis.com/books/9780203118566,HELD,image,159338969,https://trove.nla.gov.au/work/159338969
The legacy of Jihad : Islamic holy war and the fate of non-Muslims / edited by Andrew G. Bostom ; foreword by Ibn Warraq,2005-2008,Ibn Warraq,"In eight parts, Andrew Bostoms collection depicts Islams justification for jihad and its worldwide impact that extended over thirteen centuries of war. He reproduces quotations from the Quran and the Hadith, along with Quranic exegesis by the greatest classical and modern commentators, that provide a rationale for jihad - disproving the argument that only through radical misinterpretation has jihad war been justified. Classical writings from Muslim jurists and theologians and twentieth-century scholars are juxtaposed, which complement each other and provide a fuller description of jihads influence."" ""Extensive primary and secondary source materials are presented, many translated here for the first time into English from their original Arabic, Farsi, and French, making clear that jihad conquests were brutal, imperialist advances, which spurred waves of Muslims to expropriate a vast expanse of land and subdue millions of indigenous peoples. Finally, the book examines how jihad war, as a permanent and uniquely Islamic institution, ultimately regulates the relations of Muslims with non-Muslims to this day. Donated by Maj Gen M.P.J. OBrien Sep 2016",https://lammjewishlibraryaustralia.softlinkhosting.com.au:443/liberty3/OpacLogin?mode=BASIC&openDetail=true&corporation=LammJewishLibraryAust&action=search&queryTerm=uuid%3D%2255c1a98ca9fe28eb00ee8911247e944f%22&operator=OR&url=%2Fopac%2Fsearch.do,Held,image,26441852,https://trove.nla.gov.au/work/26441852
Atlas,1680-1699,"Wit, Frederik de",,https://trove.nla.gov.au/work/260819357,Held,image,260819357,https://trove.nla.gov.au/work/260819357
The Cambridge medieval history maps,1911,"Gwatkin, Henry Melvill",,https://trove.nla.gov.au/work/36730916,"Held. Contact the library for interlibrary loan availability, Held. Contact the library for interlibrary loan availability, Held. Contact the library for interlibrary loan availability, R T0127813",image,36730916,https://trove.nla.gov.au/work/36730916
"Earth platinum associated material : maps, atlases and miscellaneous",2012,Millennium House,,https://content-lists.sl.nsw.gov.au/tabular-list/earth-platinum-associated-material-maps-and-atlas-box-2-central-asia-central-eastern,Held,image,261001377,https://trove.nla.gov.au/work/261001377
Atlas of the ancient Near East : from prehistoric times to the Roman imperial period / by Trevor Bryce ; with an introductory section on the prehistoric Near East by Jessie Birkett-Rees,2016,"Bryce, T. R. (Trevor Robert), 1940-",,https://trove.nla.gov.au/work/209469503,,image,209469503,https://trove.nla.gov.au/work/209469503
Atlas of the ancient Near East : from prehistoric times to the Roman imperial period / by Trevor Bryce ; with an introductory section on the prehistoric Near East by Jessie Birkett-Rees,2016,"Bryce, T. R. (Trevor Robert), 1940-","This atlas provides students and scholars with a broad range of information on the development of the Ancient Near East from prehistoric times through the beginning of written records in the Near East (c. 3000 BC) to the late Roman Empire and the rise of Islam. The geographical coverage of the Atlas extends from the Aegean coast of Anatolia in the west through Iran and Afghanistan to the east, and from the Black and Caspian Seas in the north to Arabia and the Persian Gulf and Indian Ocean in the south.The Atlas of the Ancient Near East includes a wide-ranging overview of the civilizations and kingdoms discussed, written in a lively and engaging style, which considers not only political and military issues but also introduces the reader to social and cultural topics such as trade, religion, how people were educated and entertained, and much more. With a comprehensive series of detailed maps, supported by the authors&rsquo; commentary and illustrations of major sites and key artifacts, this title is an invaluable resource for students who wish to understand the fascinating cultures of the Ancient Near East.",https://www.taylorfrancis.com/books/9781315734811,Held,image,207338379,https://trove.nla.gov.au/work/207338379
Atlas of the ethno-political history of the Caucasus / Arthur Tsutsiev ; translated by Nora Seligman Favorov,2014,"Tsutsiev, Arthur",,https://trove.nla.gov.au/work/187372689,Held,image,187372689,https://trove.nla.gov.au/work/187372689
Inventory of world topographic mapping / compiled by Rolf Böhme ; English language editor: Roger Anson,1989-2013,"Böhme, Rolf",,http://public.eblib.com/choice/publicfullrecord.aspx?p=1838058,"Elsevier SD Books Earth and Planetary Sciences (Legacy 1). Online Access. May be available for document delivery. Restrictions apply., Elsevier SD Books Earth and Planetary Sciences (Legacy 1). Online Access. May be available for document delivery. Restrictions apply., Elsevier SD Books Earth and Planetary Sciences (Legacy 1). Online Access. May be available for document delivery. Restrictions apply.",image,13426797,https://trove.nla.gov.au/work/13426797
National Geographic global atlas,2013-2014,National Geographic Society (U.S.),,https://trove.nla.gov.au/work/185554306,REF 912 NATI Not for Loan,image,185554306,https://trove.nla.gov.au/work/185554306
The decline and fall of the Roman Empire / by Edward Gibbon,1776-2018,"Gibbon, Edward, 1737-1794.",Donated by Major Des McRobbie January 2017,http://thecollectingbug.com/tor-photos/cards/rusivictoria/22392/p_305038_sma.jpg,"Store 018311, 937.06 36 /C, Store 029181",image,3420679,https://trove.nla.gov.au/work/3420679
"Geography : realms, regions, and concepts / H.J. de Blij, Peter O. Muller",1994-2020,"De Blij, Harm J",,http://www.loc.gov/catdir/toc/onix06/99036716.html,"f910 D286.12, f910 D286.10",image,8086682,https://trove.nla.gov.au/work/8086682
Atlas minor Gerardi Mercatoris a I. Hondio plurimis aeneis Tabulis auctus et illustratus : denuo recognit 9 i.e. recognitibus additisque novis delineationibus emendatus,1634,"Mercator, Gerhard, 1512-1594","ATLAS MINOR à I.Hondio plurimis æneis Tabulis auctus et illustratus: denuo recognit9, additisque novis delineationibus emendatus. AMSTERODAMI, Ex officina IOANNIS IANSSONII. CIC ICC XXXIIII. ORBIS ...",http://nla.gov.au/nla.obj-474973955-t,1327370 - MAP Ra 244,image,228158023,https://trove.nla.gov.au/work/228158023
Robinsons modern school atlas of the world / compiled & published by H.E.C. Robinson Pty. Ltd,1940,H.E.C. Robinson Pty Ltd,■ # \ IVv Dei Revised jrcbinscn’s CSV 1 !/ of Modern School e/ltlas OF THE WCIRIG) Compiled & Published by Ii.t.C.RoiBiNSON IPirr.lTD 221 *3 George Sydney© © MT® MIP S> LIST MAPS Page Page AFRI ...,http://nla.gov.au/nla.obj-52859370-t,"M 912/ R, Held",image,19226776,https://trove.nla.gov.au/work/19226776
"Navigantium atque itinerantium bibliotheca, or, A complete collection of voyages and travels : consisting of above six hundred of the most authentic writers ... / by John Harris",1744-1764,"Harris, John, 1667?-1719","To Face the Title Vol. II. desormais George Clifford Earl of Cumberland. Sir Richard Grenvill K.t Sir Walter Ranleigh K. Sir John Hankins K.t M. 1 Navigantium atque Itinerantium Bibliotheca. OR, A ... Navigantium atque Itinerantium Bibliotheca. O R, A COMPLETE COLLECTION OF VOYAGES and TRAVELS. CONSISTING OF ABOVE Six hundred of the moft Authentic Writers, BEGINNING WITH Hackluit, Purchafs, &c. ...",https://nla.gov.au/nla.obj-52928860-t,"Held, RAV/FM4/2",image,13004458,https://trove.nla.gov.au/work/13004458
Atlas maior / F.ci de Wit,1688-1706,"Wit, Frederik de",,https://trove.nla.gov.au/work/228442027,1662192 - MAP Ra 15,image,228442027,https://trove.nla.gov.au/work/228442027
"Australian campaigns in the great war : being a concise history of the Australian naval and military forces, 1914 to 1918 / by Lieut. the Hon. Staniforth Smith ; with a preface by Ernest Scott",1919,"Smith, Staniforth, 1869-1934",Australian Campaigns in the Great War.ANGUS & ROBERTSON LTD. New & Secondhand Booksellers Publishers to University 89 Castlereagh St. Sydney.AUSTRALIAN CAMPAIGNS IN THE GREAT WAR.AUSTRALIAN CAMPAI ...,http://nla.gov.au/nla.obj-528273736-t,HELD,image,12458116,https://trove.nla.gov.au/work/12458116
The Geography / Claudius Ptolemy ; translated and edited by Edward Luther Stevenson ; with an introduction by Joseph Fischer,1478-2006,"Ptolemy, active 2nd century.","CLAVDII PTOLE M Æ I ALEXANDRINI GEOGRAPHICÆ ENAR= RATIONIS LIBRI OCTO. EXBLLIBALDI PIRCKEYMHERI traltione, fedad Gæca & prifca exemplaria à Mi= chaële Villanouano iam primun recogniti. Adieta infu ...",http://nla.gov.au/nla.obj-596549359-t,"Held, RAV/FM4/2, NF912/10; NF912/10 SET ser. 1, v. 1, Held, Held. Contact the library for interlibrary loan availability, M DSM/ F910/ P, Held, M MRB/ Q910/ 29 (16th Century), Held, Held, M MRB/ 910/ M (16th Century), Held, M MRB/Q910/28 (16th Century)",image,3664693,https://trove.nla.gov.au/work/3664693
Compendio della storia generale deviaggi / opera di M. de la Harpe,1781-1790,"La Harpe, Jean-Francois de, 1739-1803","COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure Arricchita d Annotazioni TOMO VIGESIMOSECONDO. VENEZIA 1783. PREESSO ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure. Arricchita d Annotazioni TOMO DECIMOQUARTO. VENEZIA 1782. PRESSO VINC ... COMPENDIO DELLA STORIA GENERALE DE VIAGGJ OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche , e Figure Arricchita d Annotazioni. TOMO TRENTESIMO - QUINTO VENEZIA MDCCLXXXV. ... CONTINUAZIONE DELLA STORIA GENERALE DE’ VIAGGI CHE COMPRENDE I VIAGGI IN EUROPA. TOMO PRIMO. Polonia . A STANISLAO AUGUSTO. COMPENDIO DELLA STORIA GENERALE DE VIAGGJ CONTINUAZIONE DELL OPERA DI ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DELA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche , e Figure Arricchita dAnnotazioni TOMO SECONDO. VENEZIA MDCCLXXXI. PRESSO RINALD ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geograficbe, e Figure Arricchita d Annotazioni TOMO VIGESIMOSESTO. VENEZIA 1784. PRESSO VINC ... COMPENDIO DELLA STORIA GENERALE DE VIAGGJ OPER A DI. M LA HARPE ACCADEMIC PARIGINO Adorna di Carte Geografiche , e Figure Arricchita d Annotazioni . TOMO TRENTESIMO-QUARTO. VENEZIA MDCCLXXXV. PR ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure Arricchita d Annotazioni TOMO VIGESIMONONO. VENEZIA 1784. PRESSO VINC ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure. Arricchita d Annotazioni TOMO NONO. VENEZIA 1782. PRESSO VINCENZIO F ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGJ CONTINUAZIONE DELL’ OTERA DI M. DE LA HARPE ACCADEMICO PARIGINO, Adorna di Carte Geografiche e Figure , Arricchita d Annotazioni. VIAGGJ IN EUROPA DEL S ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche , e Figure Arricchita d ’ Annotazioni TOMO PRIMO. VENEZIA MDCCLXXXI. Presso Rinal ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure Arricchita d Annotazioni TOMO TRENTESIMO. VENEZIA 1784 . PRESSO VINCE ... CATTERINA ILIMPERATRICE delle Rllssie COMPENDIO DELLA STORIAGENERALE DE’VIAGGJ CONTINUAZIONE DELL’ ORERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche e Figure, Arricchita a An ... COMPENDIO DELLA ST ORIA GENERALE DE’ VIAGGJ CONT INUAZIONE DELL OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche e Figure , Arricchita di Annotazioni . VIAGGJ IN EUROPA DE ... DESCRIZIONE GEOGRAFICA STORICA, EFISICA DELL ITALIA Secondo le Relazioni moderne dei più accurati curati e più illuminati Viaggiatori nazionali ed Oltramontani TOMO TERZO. Stati marittimi della R ... COMPENDIO DELLA STORIA GENERALE DE VIAGGJ SUPPLEMENTO ALL OPERA DI M. DE LA. HARPE ACCADEMICO PARIGINO. Adorna di Carte Geografiche e Figure VOLUME I. E DELLA COLLEZIONE TOMO TRENTESIMO-NONO. IN ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche , e Figure Arricchita d Annotazioni TOMO VIGESIMOTERZO. VENEZIA 1 7 8 3 . PRESS ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI CONTINUAZIONE DELL’ OPERA DI M. DE LA HARE ACCAEMICO PARIGINO Adorna di Carte Geografiche e Figure, Arricchita d Annotazioni. VIAGGJ IN EUROPA DEL SIG. ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche , e Figure. Arricchita d’ Annotazioni TOMO DUODECIMO VENEZIA 1 7 82. PRESSO VINCE ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA PI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche , e Figure. Arricchita d Annotazioni TOMO DECIMOQUINTO. VENEZIA 1782. PRESSO VI ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure Arricchita d Annotazioni TOMO VIGESIMOQJJINTO. VENEZIA 1784 . PRESSO V ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure- Arriccbita d Annotazioni TOMO UN DECIMO. VENEZIA 1782. PRESSO VINCENZ ... COMPENDIO DELLA STORIA GENERALE DE’ VIAGGI OPERA DI M. DE LA HARPE ACCADEMICO PARIGINO Adorna di Carte Geografiche, e Figure Arricchita d Annotazioni TOMO VIGESIMQQUARTO. VENEZIA 1784. PRESSO VI ...",https://nla.gov.au/nla.obj-560468911-t,90382 - RBRS N 910.91 L183,image,6397064,https://trove.nla.gov.au/work/6397064
